Heating,Fridge,Fan,Oven,Washing Machine,Dryer,Cooler,Household,RTP Price
0.14400085996142795,0.9909745757692925,0.5400983735068573,0.8119989676305838,1.3705930634965302,0.4490091208084249,0.6745360922498815,Household 1,0.249816047538945
1.1577715939602682,0.4203174316882714,0.2077718737603102,0.5056520340792752,0.3257098021556062,1.4015767132796022,1.2313685313901837,Household 1,0.4802857225639665
0.9867652591145928,1.3200448262628048,1.2251409076587603,0.36119808244045015,1.3495825978859688,0.855079138681911,1.2304162172296875,Household 1,0.39279757672456206
1.3545278198928905,0.5452048649606094,0.25407269433874746,0.4191092275587184,0.6979509040767587,1.2452206722914905,1.3050228165588809,Household 1,0.3394633936788146
0.109732982743667,0.8150462236085919,0.6843754044082905,0.4109509346590223,0.2678115142671559,0.5726612399650791,1.4200735854775268,Household 1,0.1624074561769746
0.5524841048290573,0.8263068704407125,1.084226542453249,0.6090814433310116,1.460494915809345,1.4474262129189557,0.45249521415550975,Household 1,0.16239780813448107
0.7961479082493396,0.5212296337434775,0.49877669212845466,0.15164172629634592,0.9533900675718555,0.803750632520406,0.17207025174998508,Household 1,0.12323344486727979
0.49010504993125603,1.3715722403533153,0.4353866469337614,0.3028528209277123,0.7852338643885881,1.479910635754841,0.43887738011610056,Household 1,0.4464704583099741
1.04098976636823,1.1662674614602047,0.43269256158935954,1.1195028880566034,0.6148963858069545,0.9852281628310112,0.9869415950652525,Household 1,0.34044600469728353
0.8500845577046618,0.22640567807617162,1.2694234938249331,0.5490920909604301,0.3611259145597959,0.1570851981766695,0.9272501204635385,Household 1,0.3832290311184182
1.0485901065791954,0.12322296049899861,0.8169302816189933,0.4170940852771131,1.0032419065732299,0.344113000606988,1.0673128333434523,Household 1,0.10823379771832098
0.6414294848207523,1.4114219842314284,0.2925293218043905,0.5774928914703619,0.2588629297368247,1.394571065589988,1.3282750947333735,Household 1,0.4879639408647978
0.4611182788012178,1.0239776644478507,1.2441110802817021,0.8772811362392472,0.841510809698409,0.43859320726063233,0.2303438749282589,Household 1,0.4329770563201687
1.3561020611346575,1.3605852800286626,0.986342040182575,0.5746417074681809,0.5888934044577252,1.116337950418335,1.355954363933608,Household 1,0.18493564427131048
1.3419209939711643,1.1918257642006733,0.9988443046160028,0.21779595099306837,0.32628019973245925,1.357975863937911,0.9490006835234258,Household 1,0.17272998688284025
0.11287587226328151,0.24206016001244493,1.028902476751278,0.10708621738470617,0.3251312719844981,0.8682273051132205,1.0686532767697705,Household 1,0.17336180394137352
1.0127457633036407,0.41397703324478363,1.0970509098865502,0.43214872249552005,0.5555595774229748,1.1450879671652339,1.0094860586661005,Household 1,0.2216968971838151
1.2889127746918492,1.0206580492204806,0.8956320446696602,0.23114467495932947,0.6148021242832069,0.47128331475441565,0.441585500730717,Household 1,0.3099025726528951
1.462214776653424,0.6503368145334645,1.3488651772479585,0.9835940763961679,1.2127358249583078,0.8036919303472689,0.9076654384769027,Household 1,0.2727780074568463
0.7895247713464094,0.37334018291726223,1.1114329613661076,0.49308130741719813,0.13404235300403539,1.003661214270035,0.3479549511698685,Household 1,0.21649165607921678
1.41664201809408,1.4355000078036224,1.380810146308628,0.6182221803576221,0.1216392631404144,1.3996459876228156,0.69945780764424,Household 1,0.34474115788895177
1.4533167466611374,1.449067967924954,1.294213237654304,0.5122284488974199,0.6391368200426953,1.2915913401235997,0.5436908072187887,Household 1,0.15579754426081674
0.33728984536052947,0.8795217674416902,1.4106166838250933,1.0744417153449621,0.8980856381251109,0.23604709127907594,0.9610101173788376,Household 1,0.21685785941408728
1.4860753901459687,0.2961176213311336,0.8256615133092313,1.3283223006991376,1.1370760648558862,1.0758220373933751,1.083477717581953,Household 1,0.2465447373174767
0.6032876117076572,0.5110285819702907,1.233105617669919,1.234158752550853,1.313901246012145,1.37853677357906,0.8158793584053129,Household 1,0.28242799368681437
0.8021228125620794,1.2176132505534851,1.0099495030888712,1.0827536281607846,1.2141097372105414,1.3460074785445928,0.5731932195921501,Household 1,0.41407038455720546
0.6258161336959216,0.23157471577721658,0.9095921973946435,0.15031918331543892,0.7518372253854442,0.8597024885906072,0.5011577529795982,Household 1,0.1798695128633439
0.927166564796615,0.1427003499146692,0.1522874642489002,1.2516407849235216,0.604266897975768,0.2778847177126387,0.8311405640767261,Household 1,0.3056937753654446
1.1779909743380552,0.4021494384955804,0.9720466661466003,0.21948645099127517,0.17235440963605078,0.8438964841954071,0.856889170254149,Household 1,0.33696582754481696
0.992401862097489,1.1165278672117263,1.4661929112475485,0.8228204876216734,0.5521390621177443,1.2132606726761852,0.4791651517669039,Household 1,0.1185801650879991
0.7145599889878905,0.20983893387917235,0.1354910407816405,1.447707780549095,1.2703721687170881,1.074363888531177,0.6725341221799778,Household 1,0.34301794076057535
